authors,publication_date,research_orgs,product_type,article_type,journal_name
"""Guan, Pin-Wen [Department of Mechanical Engineering, Carnegie Mellon University, Pittsburgh, PA 15213,]"",""Hemley, Russell J. [Department of Physics, University of Illinois Chicago, Chicago, IL 60607,, Department of Chemistry, University of Illinois Chicago, Chicago, IL 60607,] (ORCID:0000000173988521)"",""Viswanathan, Venkatasubramanian [Department of Mechanical Engineering, Carnegie Mellon University, Pittsburgh, PA 15213,, Department of Physics, Carnegie Mellon University, Pittsburgh, PA 15213] (ORCID:0000000310605495)""",2021-11-09T00:00:00Z,"""Univ. of Illinois, Chicago, IL (United States)""",Journal Article,Published Article,Proceedings of the National Academy of Sciences of the United States of America
"""Fetrow, Taylor V. [Department of Chemistry, The University of Iowa, E331 Chemistry Building, Iowa City, Iowa 52242, USA]"",""Daly, Scott R. [Department of Chemistry, The University of Iowa, E331 Chemistry Building, Iowa City, Iowa 52242, USA] (ORCID:0000000162290822)""",2021-08-24T00:00:00Z,,Journal Article,Publisher's Accepted Manuscript,Dalton Transactions
"""Kas, J. J. [Univ. of Washington, Seattle, WA (United States); SLAC National Accelerator Lab., Menlo Park, CA (United States). Stanford Institute for Materials and Energy Science (SIMES)]"",""Vila, F. D. [Univ. of Washington, Seattle, WA (United States); SLAC National Accelerator Lab., Menlo Park, CA (United States). Stanford Institute for Materials and Energy Science (SIMES)] (ORCID:0000000265084896)"",""Pemmaraju, C. D. [SLAC National Accelerator Lab., Menlo Park, CA (United States). Stanford Institute for Materials and Energy Science (SIMES)]"",""Prange, M. P. [Pacific Northwest National Lab. (PNNL), Richland, WA (United States)] (ORCID:0000000207752024)"",""Persson, K. A. [Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)]"",""Yang, R. X. [Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)] (ORCID:0000000182255856)"",""Rehr, J. J. [Univ. of Washington, Seattle, WA (United States); SLAC National Accelerator Lab., Menlo Park, CA (United States). Stanford Institute for Materials and Energy Science (SIMES)] (ORCID:0000000244113125)""",2021-10-05T00:00:00Z,"""SLAC National Accelerator Lab., Menlo Park, CA (United States)""",Journal Article,Accepted Manuscript,Computational Materials Science
"""Servis, Michael J. [Washington State Univ., Pullman, WA (United States); Argonne National Lab. (ANL), Argonne, IL (United States)]"",""Sadhu, Biswajit [Washington State Univ., Pullman, WA (United States); Bhabha Atomic Research Centre (BARC), Mumbai (India)]"",""Soderholm, L. [Argonne National Lab. (ANL), Argonne, IL (United States)]"",""Clark, Aurora E. [Washington State Univ., Pullman, WA (United States); Pacific Northwest National Lab. (PNNL), Richland, WA (United States)]""",2021-10-07T00:00:00Z,"""Argonne National Lab. (ANL), Argonne, IL (United States)""",Journal Article,Accepted Manuscript,Journal of Molecular Liquids
"""Loui, Albert [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Gharibyan, Narek [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""McLean, William [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]""",2021-07-29T00:00:00Z,"""Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)""",Journal Article,Accepted Manuscript,Corrosion Science
"""Wronski, M. [AGH - Univ. of Science and Technology, Krakow (Poland)]"",""Kumar, Mariyappan Arul [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000216863391)"",""McCabe, Rodney James [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000266847410)"",""Wierzbanowski, K. [AGH - Univ. of Science and Technology, Krakow (Poland)]"",""Tome, Carlos N. [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000334050500)""",2021-10-10T00:00:00Z,"""Los Alamos National Lab. (LANL), Los Alamos, NM (United States)""",Journal Article,Accepted Manuscript,International Journal of Plasticity
"""Ponciroli, Roberto [Argonne National Lab. (ANL), Lemont, IL (United States)]"",""Shriwise, Patrick [Argonne National Lab. (ANL), Lemont, IL (United States)]"",""Mei, Zhi-Gang [Argonne National Lab. (ANL), Lemont, IL (United States)]"",""Stauff, Nicolas [Argonne National Lab. (ANL), Lemont, IL (United States)]"",""Petersen, Andrew [North Carolina State Univ., Raleigh, NC (United States)]"",""Romano, Paul [Argonne National Lab. (ANL), Lemont, IL (United States)]""",2021-09-15T00:00:00Z,"""Argonne National Lab. (ANL), Argonne, IL (United States)""",Journal Article,Accepted Manuscript,Annals of Nuclear Energy (Oxford)
"""Poudel, Bikash [Idaho National Laboratory] (ORCID:0000000188406491)"",""McJunkin, Timothy R [Idaho National Laboratory] (ORCID:0000000249879170)"",""Kang, Ning [Idaho National Laboratory] (ORCID:0000000267363733)"",""Reilly, Jim T. [Reilly Associates]""",2021-11-10T00:00:00Z,"""Idaho National Lab. (INL), Idaho Falls, ID (United States)""",Technical Report,,
"""Gilson, Sara E. [Univ. of Notre Dame, IN (United States)]"",""Fairley, Melissa [Univ. of Notre Dame, IN (United States)] (ORCID:0000000160317112)"",""Hanna, Sylvia L. [Northwestern Univ., Evanston, IL (United States)] (ORCID:0000000331532416)"",""Szymanowski, Jennifer S. [Univ. of Notre Dame, IN (United States)]"",""Julien, Patrick [Univ. of Notre Dame, IN (United States)]"",""Chen, Zhijie [Northwestern Univ., Evanston, IL (United States)] (ORCID:0000000192327382)"",""Farha, Omar K. [Northwestern Univ., Evanston, IL (United States)] (ORCID:0000000299049845)"",""LaVerne, Jay A. [Univ. of Notre Dame, IN (United States)] (ORCID:0000000283837476)"",""Burns, Peter C. [Univ. of Notre Dame, IN (United States)] (ORCID:0000000223199628)""",2021-10-15T00:00:00Z,"""Los Alamos National Lab. (LANL), Los Alamos, NM (United States)"",""Univ. of Notre Dame, IN (United States)""",Journal Article,Accepted Manuscript,Journal of the American Chemical Society
"""Maican, Catalin [Jandarmeria Româna]"",""Repanovici, Sorin [Bucharest Romania]"",""Bukharin, Oleg [International Atomic Energy Agency (IAEA)]"",""Duhamel, David [ORNL] (ORCID:0000000183328535)""",2021-12-01T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Conference,,
"""Loui, Albert [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""McCarrick, James [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""McLean, William [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]""",2021-07-22T00:00:00Z,"""Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)""",Journal Article,Accepted Manuscript,Corrosion Science
"""Marks, J. H. [Univ. of Georgia, Athens, GA (United States)]"",""Rittgers, B. M. [Univ. of Georgia, Athens, GA (United States)]"",""Van Stipdonk, M. J. [Duquesne Univ., Pittsburgh, PA (United States)] (ORCID:0000000271004370)"",""Duncan, M. A. [Univ. of Georgia, Athens, GA (United States)] (ORCID:000000034836106X)""",2021-08-13T00:00:00Z,"""Univ. of Georgia, Athens, GA (United States)""",Journal Article,Accepted Manuscript,"Journal of Physical Chemistry. A, Molecules, Spectroscopy, Kinetics, Environment, and General Theory"
"""Vázquez-Ortega, Angélica (ORCID:0000000240428314)"",""Perdrial, Nicolas"",""Reinoso-Maset, Estela (ORCID:0000000285261351)"",""Root, Robert A."",""O’Day, Peggy A."",""Chorover, Jon""",2021-08-01T00:00:00Z,"""Univ. of Arizona, Tucson, AZ (United States)""",Journal Article,,Journal of Hazardous Materials
"""Thorgersen, Michael P. [Univ. of Georgia, Athens, GA (United States)]"",""Xue, Jingchuan [Scripps Center for Mass Spectrometry and Metabolomics, San Diego, CA (United States); The Scripps Research Inst., La Jolla, CA (United States)]"",""Majumder, Erica L.W. [Scripps Center for Mass Spectrometry and Metabolomics, San Diego, CA (United States); The Scripps Research Inst., La Jolla, CA (United States); Univ. of Wisconsin, Madison, WI (United States)] (ORCID:0000000334443881)"",""Trotter, Valentine V. [Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)]"",""Ge, Xiaoxuan [Univ. of Georgia, Athens, GA (United States)]"",""Poole, Farris L. [Univ. of Georgia, Athens, GA (United States)]"",""Owens, Trenton K. [Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)]"",""Lui, Lauren M. [Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)]"",""Nielsen, Torben N. [Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)]"",""Arkin, Adam P. [Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)]"",""Deutschbauer, Adam M. [Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)]"",""Siuzdak, Gary [Scripps Center for Mass Spectrometry and Metabolomics, San Diego, CA (United States); The Scripps Research Inst., La Jolla, CA (United States)]"",""Adams, Michael W. [Univ. of Georgia, Athens, GA (United States)] (ORCID:0000000297965014)""",2021-08-25T00:00:00Z,"""Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)""",Journal Article,Accepted Manuscript,Applied and Environmental Microbiology
"""O'Rourke, Patrick E."",""Strange Fessler, Kimberly Alicia"",""Deroller, Nicholas F."",""Serkiz, Steven M.""",2021-09-28T00:00:00Z,"""Savannah River Site (SRS), Aiken, SC (United States)""",Patent,,
"""Townsend, Luke [University of Manchester]"",""Morris, Katherine [University of Manchester]"",""Harrison, Robert [University of Manchester]"",""Schacherl, Bianca [Institute for Nuclear Waste Disposal]"",""Vitova, Tonya [Institute for Nuclear Waste Disposal]"",""Kovarik, Libor [BATTELLE (PACIFIC NW LAB)]"",""Pearce, Carolyn I. [BATTELLE (PACIFIC NW LAB)]"",""Mosselmans, JFW [Diamond Light Source]"",""Shaw, Samuel [University of Manchester]""",2021-08-02T00:00:00Z,"""Pacific Northwest National Lab. (PNNL), Richland, WA (United States)""",Journal Article,,Chemosphere
"""Vasel, Justin Allen [Indiana U.] (ORCID:0000000190020870)""",2021-12-01T00:00:00Z,"""Fermi National Accelerator Lab. (FNAL), Batavia, IL (United States)""",Thesis/Dissertation,,
"""Ivanusa, Pavlo [Pacific Northwest National Lab. (PNNL), Richland, WA (United States)] (ORCID:0000000177752188)"",""Jensen, Philip [Pacific Northwest National Lab. (PNNL), Richland, WA (United States)] (ORCID:0000000342861039)"",""Condon, Caitlin A. [Pacific Northwest National Lab. (PNNL), Richland, WA (United States)]"",""Bunn, Amoret L. [Pacific Northwest National Lab. (PNNL), Richland, WA (United States)]""",2021-09-02T00:00:00Z,"""Pacific Northwest National Lab. (PNNL), Richland, WA (United States)""",Journal Article,Accepted Manuscript,Nuclear Technology
"""Ortu, Fabrizio [Centre for Radiochemistry Resesarch, Department of Chemistry, School of Natural Sciences, The University of Manchester, Oxford Road, Manchester M13 9PL, U.K., School of Chemistry, University of Leicester, University Road, Leicester LE1 7RH, U.K.] (ORCID:0000000217438338)"",""Randall, Simon [Centre for Radiochemistry Resesarch, Department of Chemistry, School of Natural Sciences, The University of Manchester, Oxford Road, Manchester M13 9PL, U.K.]"",""Moulding, David J. [Centre for Radiochemistry Resesarch, Department of Chemistry, School of Natural Sciences, The University of Manchester, Oxford Road, Manchester M13 9PL, U.K.]"",""Woodward, Adam W. [Centre for Radiochemistry Resesarch, Department of Chemistry, School of Natural Sciences, The University of Manchester, Oxford Road, Manchester M13 9PL, U.K., Photon Science Institute, The University of Manchester, Oxford Road, Manchester M13 9PL, U.K.]"",""Kerridge, Andrew [Department of Chemistry, Lancaster University, Lancaster LA1 4YB, U.K.] (ORCID:0000000228761202)"",""Meyer, Karsten [Friedrich-Alexander-University Erlangen-Nürnberg (FAU), Department of Chemistry and Pharmacy, Inorganic Chemistry, Egerlandstr. 1, 91058 Erlangen, Germany] (ORCID:0000000278442998)"",""La Pierre, Henry S. [Friedrich-Alexander-University Erlangen-Nürnberg (FAU), Department of Chemistry and Pharmacy, Inorganic Chemistry, Egerlandstr. 1, 91058 Erlangen, Germany, School of Chemistry and Biochemistry, Georgia Institute of Technology, Atlanta, Georgia 30332-0400, United States, Nuclear and Radiological Engineering and Medical Physics Program, School of Mechanical Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332-0400, United States] (ORCID:0000000208950655)"",""Natrajan, Louise S. [Centre for Radiochemistry Resesarch, Department of Chemistry, School of Natural Sciences, The University of Manchester, Oxford Road, Manchester M13 9PL, U.K., Photon Science Institute, The University of Manchester, Oxford Road, Manchester M13 9PL, U.K.] (ORCID:0000000294513557)""",2021-08-13T00:00:00Z,"""Univ. of Manchester (United Kingdom)""",Journal Article,Published Article,Journal of the American Chemical Society
"""MacInnes, Molly M. [Los Alamos National Laboratory (LANL), P.O. Box 1663, Los Alamos, New Mexico, 87545, USA]"",""Jones, Zachary R. [Los Alamos National Laboratory (LANL), P.O. Box 1663, Los Alamos, New Mexico, 87545, USA]"",""Li, Bo [Los Alamos National Laboratory (LANL), P.O. Box 1663, Los Alamos, New Mexico, 87545, USA]"",""Anderson, Nickolas H. [Los Alamos National Laboratory (LANL), P.O. Box 1663, Los Alamos, New Mexico, 87545, USA] (ORCID:0000000151025070)"",""Batista, Enrique R. [Los Alamos National Laboratory (LANL), P.O. Box 1663, Los Alamos, New Mexico, 87545, USA] (ORCID:0000000230744022)"",""DiMucci, Ida M. [Los Alamos National Laboratory (LANL), P.O. Box 1663, Los Alamos, New Mexico, 87545, USA]"",""Eiroa-Lledo, Cecilia [Los Alamos National Laboratory (LANL), P.O. Box 1663, Los Alamos, New Mexico, 87545, USA]"",""Knope, Karah E. [Department of Chemistry, Georgetown University, 37th and O Streets NW, Washington, D.C. 20057, USA]"",""Livshits, Maksim Y. [Los Alamos National Laboratory (LANL), P.O. Box 1663, Los Alamos, New Mexico, 87545, USA]"",""Kozimor, Stosh A. [Los Alamos National Laboratory (LANL), P.O. Box 1663, Los Alamos, New Mexico, 87545, USA] (ORCID:0000000173870507)"",""Mocko, Veronika [Los Alamos National Laboratory (LANL), P.O. Box 1663, Los Alamos, New Mexico, 87545, USA]"",""Pace, Kristen A. [Los Alamos National Laboratory (LANL), P.O. Box 1663, Los Alamos, New Mexico, 87545, USA]"",""Rocha, Francisca R. [Los Alamos National Laboratory (LANL), P.O. Box 1663, Los Alamos, New Mexico, 87545, USA]"",""Stein, Benjamin W. [Los Alamos National Laboratory (LANL), P.O. Box 1663, Los Alamos, New Mexico, 87545, USA] (ORCID:0000000203665476)"",""Wacker, Jennifer N. [Los Alamos National Laboratory (LANL), P.O. Box 1663, Los Alamos, New Mexico, 87545, USA, Department of Chemistry, Georgetown University, 37th and O Streets NW, Washington, D.C. 20057, USA]"",""Yang, Ping [Los Alamos National Laboratory (LANL), P.O. Box 1663, Los Alamos, New Mexico, 87545, USA] (ORCID:0000000347262860)""",2021-11-09T00:00:00Z,,Journal Article,Publisher's Accepted Manuscript,Dalton Transactions
"""Rahn, Thaddeus [Univ. of Florida, Gainesville, FL (United States)]"",""Capriotti, Luca [Idaho National Lab. (INL), Idaho Falls, ID (United States)] (ORCID:0000000225473774)"",""Di Lemma, Fidelma [Idaho National Lab. (INL), Idaho Falls, ID (United States)]"",""Trowbridge, Tammy [Idaho National Lab. (INL), Idaho Falls, ID (United States)]"",""Harp, Jason [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000253458440)"",""Aitkaliyeva, Assel [Univ. of Florida, Gainesville, FL (United States)]""",2021-09-16T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Journal Article,Accepted Manuscript,Journal of Nuclear Materials
"""Schappel, Daniel [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)]"",""Pastore, Giovanni [Univ. of Tennessee, Knoxville, TN (United States)]"",""Terrani, Kurt A. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:000000015143128X)""",2021-08-25T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Journal Article,Accepted Manuscript,Nuclear Science and Engineering
"""Gagnon, Pieter (ORCID:0000000240061719)"",""Frazier, Will"",""Cole, Wesley (ORCID:000000029194065X)"",""Hale, Elaine (ORCID:0000000325710386)""",2021-12-03T00:00:00Z,"""National Renewable Energy Lab. (NREL), Golden, CO (United States)""",Technical Report,,
"""Leute, Jennifer"",""Beeny, Bradley"",""Gelbard, Fred"",""Clark, Andrew""",2021-12-01T00:00:00Z,"""Sandia National Lab. (SNL-NM), Albuquerque, NM (United States)""",Technical Report,,
"""Johnson, Aleisha C. [Arizona State Univ., Tempe, AZ (United States); Univ. of Chicago, IL (United States)] (ORCID:0000000240856976)"",""Ostrander, Chadlin M. [Arizona State Univ., Tempe, AZ (United States); Woods Hole Oceanographic Institution, Woods Hole, MA (United States)] (ORCID:0000000291195127)"",""Romaniello, Stephen J. [Univ. of Tennessee, Knoxville, TN (United States)] (ORCID:0000000315826801)"",""Reinhard, Christopher T. [Georgia Institute of Technology, Atlanta, GA (United States)] (ORCID:0000000226321027)"",""Greaney, Allison T. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000285000696)"",""Lyons, Timothy W. [Univ. of California, Riverside, CA (United States)] (ORCID:0000000186746775)"",""Anbar, Ariel D. [Arizona State Univ., Tempe, AZ (United States)] (ORCID:0000000260157750)""",2021-09-29T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Journal Article,Accepted Manuscript,Science Advances
